ig_id,profile_img,Freq_Day_post,image_sum_comment,image_sum_like_view,image_mean_comment,image_mean_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,no_of_hashtag,no_of_content_words,no_of_emoji,no_of_post_alt_words,profile_img_array,image_html_link,image_html_link,Added_HK_IG,political_words,Hong_Kong_words,Food_words,Beauty_words,Sport_words,Travel_words,Music_words,Education_words,Art_words,Acting_words
mikiyeung,scrap_web_details_image/mikiyeung_profile.png,4.65,268.0,19476.0,13.4,973.8,,,,,,,26.0,3507.0,28.0,3768.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165B50>,"<img src=""scrap_web_details_image/mikiyeung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mikiyeung_profile.png"" width=""60"" >",3,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
mikymanman,scrap_web_details_image/mikymanman_profile.png,0.0,,,,,34.0,6643.0,34.0,6643.0,34.0,6643.0,0.0,334.0,3.0,334.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811744F0>,"<img src=""scrap_web_details_image/mikymanman_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mikymanman_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minchen333,scrap_web_details_image/minchen333_profile.png,4.95,5351.0,1304000.0,314.7647058823529,76705.88235294117,39.0,2406.0,39.0,2406.0,39.0,2406.0,15.0,3936.0,35.0,3437.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C9D0>,"<img src=""scrap_web_details_image/minchen333_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/minchen333_profile.png"" width=""60"" >",0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mingfai_yick,scrap_web_details_image/mingfai_yick_profile.png,6.571423611111111,126.0,12271.0,25.2,2454.2,28.0,5104.0,28.0,5104.0,28.0,5104.0,15.0,1802.0,20.0,1847.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284A00>,"<img src=""scrap_web_details_image/mingfai_yick_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mingfai_yick_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mingjai14,scrap_web_details_image/mingjai14_profile.png,0.0,,,,,4.0,281.0,4.0,281.0,4.0,281.0,2.0,131.0,1.0,211.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811650D0>,"<img src=""scrap_web_details_image/mingjai14_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mingjai14_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
minimoofashion,scrap_web_details_image/minimoofashion_profile.png,0.9615277777777778,3.0,37.0,0.1153846153846153,1.4230769230769231,,,,,,,309.0,24719.0,213.0,15942.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C280>,"<img src=""scrap_web_details_image/minimoofashion_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/minimoofashion_profile.png"" width=""60"" >",8,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
misha_shia,scrap_web_details_image/misha_shia_profile.png,0.0,,,,,14.0,388.0,14.0,388.0,14.0,388.0,22.0,726.0,2.0,175.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D310>,"<img src=""scrap_web_details_image/misha_shia_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/misha_shia_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misselvani,scrap_web_details_image/misselvani_profile.png,0.0,,,,,0.0,44.0,0.0,44.0,0.0,44.0,15.0,1052.0,2.0,252.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DF70>,"<img src=""scrap_web_details_image/misselvani_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/misselvani_profile.png"" width=""60"" >",12,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
missjelly,scrap_web_details_image/missjelly_profile.png,19.0,35.0,540.0,17.5,270.0,,,,,,,0.0,681.0,19.0,326.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CC70>,"<img src=""scrap_web_details_image/missjelly_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/missjelly_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
missjni,scrap_web_details_image/missjni_profile.png,5.611111111111111,2525.0,346616.0,157.8125,21663.5,136.0,54328.0,136.0,54328.0,136.0,54328.0,1.0,3273.0,50.0,4201.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DE20>,"<img src=""scrap_web_details_image/missjni_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/missjni_profile.png"" width=""60"" >",1,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0
misslilyho,scrap_web_details_image/misslilyho_profile.png,0.0,,,,,5.0,1681.0,5.0,1681.0,5.0,1681.0,2.0,70.0,0.0,72.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C970>,"<img src=""scrap_web_details_image/misslilyho_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/misslilyho_profile.png"" width=""60"" >",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
miyeonjj,scrap_web_details_image/miyeonjj_profile.png,5.666666666666667,16.0,301.0,5.333333333333333,100.33333333333331,,,,,,,0.0,213.0,5.0,389.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CB80>,"<img src=""scrap_web_details_image/miyeonjj_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/miyeonjj_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mmmorganxz,scrap_web_details_image/mmmorganxz_profile.png,5.095231481481481,,,,,27.0,13360.0,27.0,13360.0,27.0,13360.0,4.0,4733.0,48.0,4919.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E3D0>,"<img src=""scrap_web_details_image/mmmorganxz_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mmmorganxz_profile.png"" width=""60"" >",1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moannaxdessire,scrap_web_details_image/moannaxdessire_profile.png,0.0,,,,,1.0,418.0,1.0,418.0,1.0,418.0,0.0,233.0,3.0,233.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117ECD0>,"<img src=""scrap_web_details_image/moannaxdessire_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/moannaxdessire_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
model_sweet02,scrap_web_details_image/model_sweet02_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276EE0>,"<img src=""scrap_web_details_image/model_sweet02_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/model_sweet02_profile.png"" width=""60"" >",0,,,,,,,,,,
moeenkhanworld,scrap_web_details_image/moeenkhanworld_profile.png,15.8,86.0,36092.0,21.5,9023.0,5.0,103.0,5.0,103.0,5.0,103.0,129.0,4068.0,27.0,2160.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165250>,"<img src=""scrap_web_details_image/moeenkhanworld_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/moeenkhanworld_profile.png"" width=""60"" >",0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
moonieckm,scrap_web_details_image/moonieckm_profile.png,3.807685185185185,1197.0,107238.0,47.88,4289.52,16.0,1496.0,16.0,1496.0,16.0,1496.0,34.0,11621.0,41.0,10404.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D9D0>,"<img src=""scrap_web_details_image/moonieckm_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/moonieckm_profile.png"" width=""60"" >",4,0.0,5.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0
moviematic,scrap_web_details_image/moviematic_profile.png,0.0,,,,,23.0,3348.0,23.0,3348.0,23.0,3348.0,18.0,721.0,2.0,467.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153160>,"<img src=""scrap_web_details_image/moviematic_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/moviematic_profile.png"" width=""60"" >",2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr_n_mrs_moon,scrap_web_details_image/mr_n_mrs_moon_profile.png,4.695648148148148,5865.0,316024.0,279.2857142857143,15048.761904761905,0.0,674.0,0.0,674.0,0.0,674.0,239.0,9942.0,99.0,9283.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E940>,"<img src=""scrap_web_details_image/mr_n_mrs_moon_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mr_n_mrs_moon_profile.png"" width=""60"" >",0,0.0,41.0,0.0,8.0,0.0,4.0,0.0,5.0,60.0,0.0
msbonnieleung,scrap_web_details_image/msbonnieleung_profile.png,0.0,,,,,41.0,5583.0,41.0,5583.0,41.0,5583.0,0.0,47.0,1.0,47.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E8B0>,"<img src=""scrap_web_details_image/msbonnieleung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/msbonnieleung_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
myl31666,scrap_web_details_image/myl31666_profile.png,31.33333333333333,2.0,331.0,0.6666666666666666,110.33333333333331,,,,,,,27.0,2081.0,12.0,775.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276BE0>,"<img src=""scrap_web_details_image/myl31666_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/myl31666_profile.png"" width=""60"" >",0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
mymostbeautiful_,scrap_web_details_image/mymostbeautiful__profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174580>,"<img src=""scrap_web_details_image/mymostbeautiful__profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mymostbeautiful__profile.png"" width=""60"" >",0,,,,,,,,,,
myprincessyoyo,scrap_web_details_image/myprincessyoyo_profile.png,0.0,,,,,0.0,57.0,0.0,57.0,0.0,57.0,2.0,1277.0,20.0,206.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165880>,"<img src=""scrap_web_details_image/myprincessyoyo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/myprincessyoyo_profile.png"" width=""60"" >",0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
mytvsuper,scrap_web_details_image/mytvsuper_profile.png,0.9615277777777778,21.0,666.0,2.333333333333333,74.0,10.0,78000.0,10.0,78000.0,10.0,78000.0,77.0,22507.0,12.0,17954.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812764C0>,"<img src=""scrap_web_details_image/mytvsuper_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mytvsuper_profile.png"" width=""60"" >",0,0.0,3.0,0.0,0.0,1.0,4.0,20.0,0.0,0.0,23.0
mzcca0.16,scrap_web_details_image/mzcca0.16_profile.png,10.77777777777778,661.0,80825.0,73.44444444444444,8980.555555555555,,,,,,,166.0,6950.0,54.0,1369.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E3A0>,"<img src=""scrap_web_details_image/mzcca0.16_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mzcca0.16_profile.png"" width=""60"" >",0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0
nabwork,scrap_web_details_image/nabwork_profile.png,1.1538425925925926,73.0,7702.0,2.8076923076923075,296.2307692307692,,,,,,,476.0,22542.0,239.0,14044.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174250>,"<img src=""scrap_web_details_image/nabwork_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nabwork_profile.png"" width=""60"" >",0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
naminamiting,scrap_web_details_image/naminamiting_profile.png,13.4,126.0,23497.0,31.5,5874.25,3.0,522.0,3.0,522.0,3.0,522.0,0.0,890.0,16.0,1007.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165670>,"<img src=""scrap_web_details_image/naminamiting_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/naminamiting_profile.png"" width=""60"" >",6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
natgeointhefield,scrap_web_details_image/natgeointhefield_profile.png,1.5384606481481482,674.0,137247.0,30.63636363636364,6238.5,13.0,4891.0,13.0,4891.0,13.0,4891.0,15.0,32550.0,0.0,21822.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CF40>,"<img src=""scrap_web_details_image/natgeointhefield_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/natgeointhefield_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0
needatajkhan,scrap_web_details_image/needatajkhan_profile.png,5.25,97.0,1681.0,24.25,420.25,,,,,,,4.0,2263.0,12.0,1564.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C6D0>,"<img src=""scrap_web_details_image/needatajkhan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/needatajkhan_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
neomusicproduction,scrap_web_details_image/neomusicproduction_profile.png,6.888888888888889,23.0,752.0,3.2857142857142856,107.42857142857144,58.0,12000.0,58.0,12000.0,58.0,12000.0,22.0,8499.0,7.0,3821.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C850>,"<img src=""scrap_web_details_image/neomusicproduction_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/neomusicproduction_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
neoyau19,scrap_web_details_image/neoyau19_profile.png,2.92306712962963,3177.0,536958.0,132.375,22373.25,224.0,69160.0,224.0,69160.0,224.0,69160.0,6.0,6828.0,5.0,5747.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165DC0>,"<img src=""scrap_web_details_image/neoyau19_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/neoyau19_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,2.0
newmondayplus,scrap_web_details_image/newmondayplus_profile.png,0.0,,,,,47.0,19100.0,47.0,19100.0,47.0,19100.0,8.0,368.0,0.0,145.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EE80>,"<img src=""scrap_web_details_image/newmondayplus_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/newmondayplus_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nigo,scrap_web_details_image/nigo_profile.png,5.0,3193.0,454000.0,354.77777777777777,50444.444444444445,97.0,15100.0,97.0,15100.0,97.0,15100.0,2.0,1663.0,29.0,3164.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284190>,"<img src=""scrap_web_details_image/nigo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nigo_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nikehkg,scrap_web_details_image/nikehkg_profile.png,0.0,,,,,1.0,635.0,1.0,635.0,1.0,635.0,0.0,344.0,0.0,346.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E700>,"<img src=""scrap_web_details_image/nikehkg_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nikehkg_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
ninabb66,scrap_web_details_image/ninabb66_profile.png,28.0,59.0,2910.0,19.666666666666668,970.0,,,,,,,11.0,1155.0,9.0,668.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165760>,"<img src=""scrap_web_details_image/ninabb66_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ninabb66_profile.png"" width=""60"" >",12,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
nirmal_sewda,scrap_web_details_image/nirmal_sewda_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276550>,"<img src=""scrap_web_details_image/nirmal_sewda_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nirmal_sewda_profile.png"" width=""60"" >",0,,,,,,,,,,
no3l,scrap_web_details_image/no3l_profile.png,0.0,,,,,29.0,34000.0,29.0,34000.0,29.0,34000.0,0.0,273.0,1.0,6.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174DF0>,"<img src=""scrap_web_details_image/no3l_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/no3l_profile.png"" width=""60"" >",5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
no7,scrap_web_details_image/no7_profile.png,6.0588194444444445,257.0,64232.0,15.117647058823527,3778.352941176471,,,,,,,23.0,4660.0,3.0,4402.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E1C0>,"<img src=""scrap_web_details_image/no7_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/no7_profile.png"" width=""60"" >",0,0.0,5.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
nokkymerszei,scrap_web_details_image/nokkymerszei_profile.png,0.0,,,,,4.0,873.0,4.0,873.0,4.0,873.0,0.0,84.0,0.0,84.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165280>,"<img src=""scrap_web_details_image/nokkymerszei_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nokkymerszei_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nomundodapaula,scrap_web_details_image/nomundodapaula_profile.png,0.0,,,,,3.0,872.0,3.0,872.0,3.0,872.0,0.0,64.0,1.0,272.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D850>,"<img src=""scrap_web_details_image/nomundodapaula_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nomundodapaula_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nozomisasaki_official,scrap_web_details_image/nozomisasaki_official_profile.png,0.5,3600.0,1359000.0,138.46153846153845,52269.230769230766,,,,,,,30.0,11045.0,28.0,7954.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C4C0>,"<img src=""scrap_web_details_image/nozomisasaki_official_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nozomisasaki_official_profile.png"" width=""60"" >",0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
ntl.fung,scrap_web_details_image/ntl.fung_profile.png,0.0,,,,,5.0,1779.0,5.0,1779.0,5.0,1779.0,3.0,496.0,1.0,169.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276910>,"<img src=""scrap_web_details_image/ntl.fung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ntl.fung_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
numberonepr,scrap_web_details_image/numberonepr_profile.png,0.6923032407407408,135.0,5179.0,5.1923076923076925,199.19230769230768,,,,,,,512.0,23043.0,66.0,16615.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284BE0>,"<img src=""scrap_web_details_image/numberonepr_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/numberonepr_profile.png"" width=""60"" >",11,0.0,7.0,155.0,4.0,0.0,3.0,11.0,0.0,18.0,8.0
nwuuu,scrap_web_details_image/nwuuu_profile.png,3.6153819444444446,1672.0,230942.0,79.61904761904762,10997.238095238095,112.0,503.0,112.0,503.0,112.0,503.0,33.0,5619.0,55.0,5623.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DD90>,"<img src=""scrap_web_details_image/nwuuu_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/nwuuu_profile.png"" width=""60"" >",2,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
occasionspr,scrap_web_details_image/occasionspr_profile.png,6.666666666666667,11.0,272.0,1.2222222222222223,30.22222222222222,9.0,905.0,9.0,905.0,9.0,905.0,80.0,11447.0,3.0,3235.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276B20>,"<img src=""scrap_web_details_image/occasionspr_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/occasionspr_profile.png"" width=""60"" >",5,0.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
odyleung,scrap_web_details_image/odyleung_profile.png,0.0,,,,,78.0,5214.0,78.0,5214.0,78.0,5214.0,1.0,140.0,6.0,140.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E370>,"<img src=""scrap_web_details_image/odyleung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/odyleung_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
off____white____hongkong,scrap_web_details_image/off____white____hongkong_profile.png,0.0,,,,,8.0,727.0,8.0,727.0,8.0,727.0,0.0,1060.0,0.0,1066.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165F10>,"<img src=""scrap_web_details_image/off____white____hongkong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/off____white____hongkong_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
official.angelahang,scrap_web_details_image/official.angelahang_profile.png,8.833333333333334,9.0,826.0,0.75,68.83333333333333,,,,,,,13.0,1783.0,0.0,2292.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284610>,"<img src=""scrap_web_details_image/official.angelahang_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/official.angelahang_profile.png"" width=""60"" >",1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ohkoeboo,scrap_web_details_image/ohkoeboo_profile.png,4.142847222222223,92.0,1154.0,7.666666666666667,96.16666666666669,3.0,230.0,3.0,230.0,3.0,230.0,10.0,2281.0,12.0,2736.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284DF0>,"<img src=""scrap_web_details_image/ohkoeboo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ohkoeboo_profile.png"" width=""60"" >",7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
ohmamama,scrap_web_details_image/ohmamama_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153E20>,"<img src=""scrap_web_details_image/ohmamama_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ohmamama_profile.png"" width=""60"" >",0,,,,,,,,,,
omgbasketball_hk,scrap_web_details_image/omgbasketball_hk_profile.png,0.4230671296296296,224.0,94869.0,14.0,5929.3125,23.0,9225.0,23.0,9225.0,23.0,9225.0,34.0,2590.0,15.0,3702.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E340>,"<img src=""scrap_web_details_image/omgbasketball_hk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/omgbasketball_hk_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oneone.siu,scrap_web_details_image/oneone.siu_profile.png,2.038460648148148,38.0,987.0,1.52,39.48,21.0,13800.0,21.0,13800.0,21.0,13800.0,31.0,6707.0,26.0,4977.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276D60>,"<img src=""scrap_web_details_image/oneone.siu_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/oneone.siu_profile.png"" width=""60"" >",0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
oonatashaoo,scrap_web_details_image/oonatashaoo_profile.png,8.666666666666666,31.0,11435.0,2.583333333333333,952.9166666666666,,,,,,,17.0,3379.0,14.0,3891.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DF40>,"<img src=""scrap_web_details_image/oonatashaoo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/oonatashaoo_profile.png"" width=""60"" >",4,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
oops_coconut,scrap_web_details_image/oops_coconut_profile.png,0.0,,,,,44.0,20000.0,44.0,20000.0,44.0,20000.0,0.0,9.0,1.0,119.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E9A0>,"<img src=""scrap_web_details_image/oops_coconut_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/oops_coconut_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orlinskishop,scrap_web_details_image/orlinskishop_profile.png,2.769224537037037,467.0,9821.0,17.96153846153846,377.7307692307692,,,,,,,148.0,9089.0,32.0,7267.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D5B0>,"<img src=""scrap_web_details_image/orlinskishop_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/orlinskishop_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
